mui,mod.i.,mod.j.,mm1,mm2,met1,met2,nmi_m1_m2
65,0.17172330717019682,NA,IM,ML,2,4,0.3111401234082349
65,NA,NA,IM,ML,2,4,0.3526937234185935
65,NA,NA,IM,ML,2,4,0.36296071852200706
65,NA,NA,IM,ML,2,4,0.36164853824239457
65,NA,NA,IM,ML,2,4,0.3831197031510294
65,NA,NA,IM,ML,2,4,0.32721759718365906
65,NA,NA,IM,ML,2,4,0.3304566215765445
65,NA,NA,IM,ML,2,4,0.353446520574282
65,NA,NA,IM,ML,2,4,0.29121847370546916
65,NA,NA,IM,ML,2,4,0.35601787194529183
65,NA,NA,IM,ML,2,4,0.3507193719404067
65,NA,NA,IM,ML,2,4,0.39955209022736055
65,NA,NA,IM,ML,2,4,0.3460488750230554
65,NA,NA,IM,ML,2,4,0.32961444458940176
65,NA,NA,IM,ML,2,4,0.3485820592699266
65,NA,NA,IM,ML,2,4,0.30086840390483194
65,NA,NA,IM,ML,2,4,0.35649577585016917
65,NA,NA,IM,ML,2,4,0.39427481410610005
65,NA,NA,IM,ML,2,4,0.3448069054454823
65,NA,NA,IM,ML,2,4,0.32499055073483035
65,NA,NA,IM,ML,2,4,0.3507025551335797
65,NA,NA,IM,ML,2,4,0.29288760525964297
65,NA,NA,IM,ML,2,4,0.38785353325102984
65,NA,NA,IM,ML,2,4,0.3353596991914842
65,NA,NA,IM,ML,2,4,0.3340558792418933
65,NA,NA,IM,ML,2,4,0.33643191466344896
65,NA,NA,IM,ML,2,4,0.2984075407059544
65,NA,NA,IM,ML,2,4,0.3445476012936739
65,NA,NA,IM,ML,2,4,0.3383033460679582
65,NA,NA,IM,ML,2,4,0.33686661329519274
65,NA,NA,IM,ML,2,4,0.29628074410666255
65,NA,NA,IM,ML,2,4,0.34419502792631557
65,NA,NA,IM,ML,2,4,0.34620853399592005
65,NA,NA,IM,ML,2,4,0.3003487090530959
65,NA,NA,IM,ML,2,4,0.35222966184061366
65,NA,NA,IM,ML,2,4,0.3080196068122657
65,NA,NA,IM,ML,2,4,0.29383464234702844
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,0.17172330717019682,NA,IM,WT,2,5,0.6568383754556278
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6623847734561835
65,NA,NA,IM,WT,2,5,0.6519565978341004
65,NA,NA,IM,WT,2,5,0.6519565978341004
65,NA,NA,IM,WT,2,5,0.6519565978341004
65,NA,NA,IM,WT,2,5,0.6519565978341004
65,NA,NA,IM,WT,2,5,0.6519565978341004
65,NA,NA,IM,WT,2,5,0.6519565978341004
65,NA,NA,IM,WT,2,5,0.6519565978341004
65,NA,NA,IM,WT,2,5,0.66746288444982
65,NA,NA,IM,WT,2,5,0.66746288444982
65,NA,NA,IM,WT,2,5,0.66746288444982
65,NA,NA,IM,WT,2,5,0.66746288444982
65,NA,NA,IM,WT,2,5,0.66746288444982
65,NA,NA,IM,WT,2,5,0.66746288444982
65,NA,NA,IM,WT,2,5,0.661862561561564
65,NA,NA,IM,WT,2,5,0.661862561561564
65,NA,NA,IM,WT,2,5,0.661862561561564
65,NA,NA,IM,WT,2,5,0.661862561561564
65,NA,NA,IM,WT,2,5,0.661862561561564
65,NA,NA,IM,WT,2,5,0.6659728196136718
65,NA,NA,IM,WT,2,5,0.6659728196136718
65,NA,NA,IM,WT,2,5,0.6659728196136718
65,NA,NA,IM,WT,2,5,0.6659728196136718
65,NA,NA,IM,WT,2,5,0.6502503319922666
65,NA,NA,IM,WT,2,5,0.6502503319922666
65,NA,NA,IM,WT,2,5,0.6502503319922666
65,NA,NA,IM,WT,2,5,0.6628511141163068
65,NA,NA,IM,WT,2,5,0.6628511141163068
65,NA,NA,IM,WT,2,5,0.6597913811103366
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0.0010447501667527402
65,NA,NA,LP,ML,3,4,0.0010468155570611747
65,NA,NA,LP,ML,3,4,0.0012361559465583593
65,NA,NA,LP,ML,3,4,7.631637940032094e-4
65,NA,NA,LP,ML,3,4,8.838143852385416e-4
65,NA,NA,LP,ML,3,4,8.98476450056838e-4
65,NA,NA,LP,ML,3,4,0.0010491409752182383
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,NA,NA,LP,ML,3,4,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0.0018046370173878394
65,NA,NA,LP,WT,3,5,0.0018046370173878394
65,NA,NA,LP,WT,3,5,0.0018046370173878394
65,NA,NA,LP,WT,3,5,0.0018046370173878394
65,NA,NA,LP,WT,3,5,0.0018046370173878394
65,NA,NA,LP,WT,3,5,0.0018046370173878394
65,NA,NA,LP,WT,3,5,0.0018046370173878394
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,NA,NA,LP,WT,3,5,0
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,0.17172330717019682,NA,ML,WT,4,5,0.3375646884567027
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.33267603436051935
65,NA,NA,ML,WT,4,5,0.34197992377683933
65,NA,NA,ML,WT,4,5,0.34197992377683933
65,NA,NA,ML,WT,4,5,0.34197992377683933
65,NA,NA,ML,WT,4,5,0.34197992377683933
65,NA,NA,ML,WT,4,5,0.34197992377683933
65,NA,NA,ML,WT,4,5,0.34197992377683933
65,NA,NA,ML,WT,4,5,0.34197992377683933
65,NA,NA,ML,WT,4,5,0.34354060931846
65,NA,NA,ML,WT,4,5,0.34354060931846
65,NA,NA,ML,WT,4,5,0.34354060931846
65,NA,NA,ML,WT,4,5,0.34354060931846
65,NA,NA,ML,WT,4,5,0.34354060931846
65,NA,NA,ML,WT,4,5,0.34354060931846
65,NA,NA,ML,WT,4,5,0.3453665875672502
65,NA,NA,ML,WT,4,5,0.3453665875672502
65,NA,NA,ML,WT,4,5,0.3453665875672502
65,NA,NA,ML,WT,4,5,0.3453665875672502
65,NA,NA,ML,WT,4,5,0.3453665875672502
65,NA,NA,ML,WT,4,5,0.3735288398054552
65,NA,NA,ML,WT,4,5,0.3735288398054552
65,NA,NA,ML,WT,4,5,0.3735288398054552
65,NA,NA,ML,WT,4,5,0.3735288398054552
65,NA,NA,ML,WT,4,5,0.3308407596223833
65,NA,NA,ML,WT,4,5,0.3308407596223833
65,NA,NA,ML,WT,4,5,0.3308407596223833
65,NA,NA,ML,WT,4,5,0.33584021930077196
65,NA,NA,ML,WT,4,5,0.33584021930077196
65,NA,NA,ML,WT,4,5,0.34844978757436335
70,0.17172330717019682,NA,FG,IM,1,2,0.24392094217715168
70,0.17172330717019682,NA,FG,IM,1,2,0.2474179208262814
70,0.17172330717019682,NA,FG,IM,1,2,0.23302176900001131
70,0.17172330717019682,NA,FG,IM,1,2,0.2462731516409564
70,0.17172330717019682,NA,FG,IM,1,2,0.2432025122565078
70,0.17172330717019682,NA,FG,IM,1,2,0.2329800851855872
70,0.17172330717019682,NA,FG,IM,1,2,0.24594716590554397
70,0.17172330717019682,NA,FG,IM,1,2,0.24103191417970848
70,0.17172330717019682,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.2474179208262814
70,NA,NA,FG,IM,1,2,0.23302176900001131
70,NA,NA,FG,IM,1,2,0.2462731516409564
70,NA,NA,FG,IM,1,2,0.2432025122565078
70,NA,NA,FG,IM,1,2,0.2329800851855872
70,NA,NA,FG,IM,1,2,0.24594716590554397
70,NA,NA,FG,IM,1,2,0.24103191417970848
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.23302176900001131
70,NA,NA,FG,IM,1,2,0.2462731516409564
70,NA,NA,FG,IM,1,2,0.2432025122565078
70,NA,NA,FG,IM,1,2,0.2329800851855872
70,NA,NA,FG,IM,1,2,0.24594716590554397
70,NA,NA,FG,IM,1,2,0.24103191417970848
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.2462731516409564
70,NA,NA,FG,IM,1,2,0.2432025122565078
70,NA,NA,FG,IM,1,2,0.2329800851855872
70,NA,NA,FG,IM,1,2,0.24594716590554397
70,NA,NA,FG,IM,1,2,0.24103191417970848
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.2432025122565078
70,NA,NA,FG,IM,1,2,0.2329800851855872
70,NA,NA,FG,IM,1,2,0.24594716590554397
70,NA,NA,FG,IM,1,2,0.24103191417970848
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.2329800851855872
70,NA,NA,FG,IM,1,2,0.24594716590554397
70,NA,NA,FG,IM,1,2,0.24103191417970848
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.24594716590554397
70,NA,NA,FG,IM,1,2,0.24103191417970848
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.24103191417970848
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,NA,NA,FG,IM,1,2,0.23547578976406877
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,NA,NA,FG,LP,1,3,0.007372658917454694
70,0.17172330717019682,NA,FG,ML,1,4,0.11040469376026543
70,0.17172330717019682,NA,FG,ML,1,4,0.13554612010939027
70,0.17172330717019682,NA,FG,ML,1,4,0.12085442051456557
70,0.17172330717019682,NA,FG,ML,1,4,0.12332245556614543
70,0.17172330717019682,NA,FG,ML,1,4,0.1261234540972813
70,0.17172330717019682,NA,FG,ML,1,4,0.1242218234868769
70,0.17172330717019682,NA,FG,ML,1,4,0.10785327347559412
70,0.17172330717019682,NA,FG,ML,1,4,0.12204848648651798
70,0.17172330717019682,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.13554612010939027
70,NA,NA,FG,ML,1,4,0.12085442051456557
70,NA,NA,FG,ML,1,4,0.12332245556614543
70,NA,NA,FG,ML,1,4,0.1261234540972813
70,NA,NA,FG,ML,1,4,0.1242218234868769
70,NA,NA,FG,ML,1,4,0.10785327347559412
70,NA,NA,FG,ML,1,4,0.12204848648651798
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.12085442051456557
70,NA,NA,FG,ML,1,4,0.12332245556614543
70,NA,NA,FG,ML,1,4,0.1261234540972813
70,NA,NA,FG,ML,1,4,0.1242218234868769
70,NA,NA,FG,ML,1,4,0.10785327347559412
70,NA,NA,FG,ML,1,4,0.12204848648651798
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.12332245556614543
70,NA,NA,FG,ML,1,4,0.1261234540972813
70,NA,NA,FG,ML,1,4,0.1242218234868769
70,NA,NA,FG,ML,1,4,0.10785327347559412
70,NA,NA,FG,ML,1,4,0.12204848648651798
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.1261234540972813
70,NA,NA,FG,ML,1,4,0.1242218234868769
70,NA,NA,FG,ML,1,4,0.10785327347559412
70,NA,NA,FG,ML,1,4,0.12204848648651798
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.1242218234868769
70,NA,NA,FG,ML,1,4,0.10785327347559412
70,NA,NA,FG,ML,1,4,0.12204848648651798
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.10785327347559412
70,NA,NA,FG,ML,1,4,0.12204848648651798
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.12204848648651798
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,NA,NA,FG,ML,1,4,0.09808705814765399
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,NA,NA,FG,WT,1,5,0.2471358548087751
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,0.17172330717019682,NA,IM,LP,2,3,0.003659680246678425
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035926548594271556
70,NA,NA,IM,LP,2,3,0.0035510680200647555
70,NA,NA,IM,LP,2,3,0.0035510680200647555
70,NA,NA,IM,LP,2,3,0.0035510680200647555
70,NA,NA,IM,LP,2,3,0.0035510680200647555
70,NA,NA,IM,LP,2,3,0.0035510680200647555
70,NA,NA,IM,LP,2,3,0.0035510680200647555
70,NA,NA,IM,LP,2,3,0.0035510680200647555
70,NA,NA,IM,LP,2,3,0.003591105271264207
70,NA,NA,IM,LP,2,3,0.003591105271264207
70,NA,NA,IM,LP,2,3,0.003591105271264207
70,NA,NA,IM,LP,2,3,0.003591105271264207
70,NA,NA,IM,LP,2,3,0.003591105271264207
70,NA,NA,IM,LP,2,3,0.003591105271264207
70,NA,NA,IM,LP,2,3,0.003558787016936694
70,NA,NA,IM,LP,2,3,0.003558787016936694
70,NA,NA,IM,LP,2,3,0.003558787016936694
70,NA,NA,IM,LP,2,3,0.003558787016936694
70,NA,NA,IM,LP,2,3,0.003558787016936694
70,NA,NA,IM,LP,2,3,0.0035664838527026603
70,NA,NA,IM,LP,2,3,0.0035664838527026603
70,NA,NA,IM,LP,2,3,0.0035664838527026603
70,NA,NA,IM,LP,2,3,0.0035664838527026603
70,NA,NA,IM,LP,2,3,0.0036609529763283587
70,NA,NA,IM,LP,2,3,0.0036609529763283587
70,NA,NA,IM,LP,2,3,0.0036609529763283587
70,NA,NA,IM,LP,2,3,0.0036266970051061125
70,NA,NA,IM,LP,2,3,0.0036266970051061125
70,NA,NA,IM,LP,2,3,0.003602995212130169
70,0.17172330717019682,NA,IM,ML,2,4,0.2987772119704743
70,0.17172330717019682,NA,IM,ML,2,4,0.3403383514803921
70,0.17172330717019682,NA,IM,ML,2,4,0.31451058065991844
70,0.17172330717019682,NA,IM,ML,2,4,0.3408925847385192
70,0.17172330717019682,NA,IM,ML,2,4,0.3397944673416523
70,0.17172330717019682,NA,IM,ML,2,4,0.3427585072418985
70,0.17172330717019682,NA,IM,ML,2,4,0.316708521607171
70,0.17172330717019682,NA,IM,ML,2,4,0.30912779198712304
70,0.17172330717019682,NA,IM,ML,2,4,0.33046300871867795
70,NA,NA,IM,ML,2,4,0.3408644801070745
70,NA,NA,IM,ML,2,4,0.3292207286293926
70,NA,NA,IM,ML,2,4,0.3494876786075987
70,NA,NA,IM,ML,2,4,0.3445155461449491
70,NA,NA,IM,ML,2,4,0.36353628442819413
70,NA,NA,IM,ML,2,4,0.3202966377582899
70,NA,NA,IM,ML,2,4,0.3083548416922465
70,NA,NA,IM,ML,2,4,0.33864886584789117
70,NA,NA,IM,ML,2,4,0.3364678047907493
70,NA,NA,IM,ML,2,4,0.34560952434651554
70,NA,NA,IM,ML,2,4,0.33051938605380893
70,NA,NA,IM,ML,2,4,0.37500341948600585
70,NA,NA,IM,ML,2,4,0.3190755346798378
70,NA,NA,IM,ML,2,4,0.29567696040572994
70,NA,NA,IM,ML,2,4,0.33713741757688925
70,NA,NA,IM,ML,2,4,0.33725809432409515
70,NA,NA,IM,ML,2,4,0.3316710961931754
70,NA,NA,IM,ML,2,4,0.37296940477338575
70,NA,NA,IM,ML,2,4,0.3202275498533319
70,NA,NA,IM,ML,2,4,0.3240400485110445
70,NA,NA,IM,ML,2,4,0.32782311468076886
70,NA,NA,IM,ML,2,4,0.3357533707365221
70,NA,NA,IM,ML,2,4,0.3482286886983773
70,NA,NA,IM,ML,2,4,0.3386520454643892
70,NA,NA,IM,ML,2,4,0.3034833127127739
70,NA,NA,IM,ML,2,4,0.3556640610612093
70,NA,NA,IM,ML,2,4,0.37307379019541353
70,NA,NA,IM,ML,2,4,0.33889370143767933
70,NA,NA,IM,ML,2,4,0.303365116700015
70,NA,NA,IM,ML,2,4,0.3464591069224897
70,NA,NA,IM,ML,2,4,0.32210248824422505
70,NA,NA,IM,ML,2,4,0.30585098999071136
70,NA,NA,IM,ML,2,4,0.33762810620460276
70,NA,NA,IM,ML,2,4,0.30949523215026803
70,NA,NA,IM,ML,2,4,0.33001879923715316
70,NA,NA,IM,ML,2,4,0.3539021370351709
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,0.17172330717019682,NA,IM,WT,2,5,0.515104326776334
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5214404310696241
70,NA,NA,IM,WT,2,5,0.5318329165826918
70,NA,NA,IM,WT,2,5,0.5318329165826918
70,NA,NA,IM,WT,2,5,0.5318329165826918
70,NA,NA,IM,WT,2,5,0.5318329165826918
70,NA,NA,IM,WT,2,5,0.5318329165826918
70,NA,NA,IM,WT,2,5,0.5318329165826918
70,NA,NA,IM,WT,2,5,0.5318329165826918
70,NA,NA,IM,WT,2,5,0.5304118987860367
70,NA,NA,IM,WT,2,5,0.5304118987860367
70,NA,NA,IM,WT,2,5,0.5304118987860367
